Transect 2.4   Atwell Gulch_108,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
600,683.01,21,12,0.28,14.2,0,0,0,0,,"tag 12cm ~S, next biggest 2:00, E",,,,,,,,,683.01,0,0
601,683.02,21,12,0.28,14.2,0,0,0,0,,"tag 16cm S, nest biggest 12:00, N of .01",,,,,,,,,683.02,0,0
602,683.03,21,12,0.28,14.2,0,0,0,0,,"11 o'c, clockwise from .01, tag 10cm S ",,,,,,,,,683.03,0,0
603,683.04,21,12,0.28,14.2,0,0,0,0,,9 o'c,,,,,,,,,683.04,0,0
604,683.05,21,12,0.28,14.2,0,0,0,0,,8 o'c,,,,,,,,,683.05,0,0
605,683.06,21,12,0.28,14.2,0,0,0,0,,7 o'c,,,,,,,,,683.06,0,0
606,683.07,21,12,0.28,14.2,0,0,0,0,,7 o'c,,,,,,,,,683.07,0,0
607,683.08,21,12,0.28,14.2,0,0,0,0,,"tag 17cm SE, 3 o'c",,,,,,,,,683.08,0,0
608,683.09,21,12,0.28,14.2,0,0,0,0,,"tag 18cm SE, 3 o'c north",,,,,,,,,683.09,0,0
609,683.1,21,12,0.28,14.2,0,0,0,0,,3 o'c north,,,,,,,,,683.1,0,0
610,683.11,21,12,0.28,14.2,,,,,,"4 o'c, tag 20cm SE",,,,,,,,,683.11,0,0
2598,683.12,21,12,0.28,14.2,,,,,,tag 9cm S,,,,,,,,,683.12,0,0
2823,683.13,21,12,0.28,14.2,,,,,,tag 17 SE,,,,,,,,,683.13,0,0
611,648,21,12,0.58,14.3,,,,,,tag 10cm SE,,,,,,,,,648,0,0
2386,648.01,21,12,0.58,14.3,,,,,,tag 7cm E,,,,,,,,,648.01,0,0
2824,648.02,21,12,0.58,14.3,3.5,5,3.9,5.7,,tag 3W; tag 3 cm S,,,,,,,,,648.02,0,0
612,650,21,12,0.8,14.4,,,,,,"closest to nail, tag 7cm NW",,,,,,,,,650,0,0
613,650.01,21,12,0.8,14.4,,,,,,"east, tag 7.5cm N",,,,,,,,,650.01,0,0
614,651,21,12,0.95,14.4,,,,,,tag 9cm SW,,,,,,,,,651,0,0
595,619,21,12,0.15,14.5,,,,,,tag 14cm S,,,,,,,,,619,0,0
596,619.01,21,12,0.15,14.5,,,,,,"north, tag 18cm S",,,,,,,,,619.01,0,0
597,619.02,21,12,0.15,14.5,,,,,,south,,,,,,,,,619.02,0,0
598,669,21,12,0.22,14.5,0,0,0,0,,tag 12cm S,,,,,,,,,669,0,0
2601,669.01,21,12,0.22,14.5,2.7,2.2,2,3.2,,"tag 16cm, in grass, 15 ; tag 14 cm SSE",,,,,,,,,669.01,0,0
3784,1137,21,12,0.85,16,2.5,4.8,3.2,5.3,,tag 10 cm S,,,,,,,,,1137,,
593,684,21,12,0.45,16.7,5.6,6.7,4.9,6.8,,tag 16cm S,,,,,,,,,684,0,0
591,676,21,12,0.9,22.6,5.5,6.5,7,7,,tag 11cm SW,,,,,,,,,676,0,0
592,676.01,21,12,0.9,22.6,3.5,6.2,3.9,6.8,,"to the east, tag 14cm SW",,,,,,,,,676.01,0,0
590,666,21,12,0.1,23.3,7,7.8,8.8,7.8,,"tag 14cm S, 17",,,,,,,,,666,0,0
3440,666.01,21,12,0.1,23.3,1.4,1,2.5,1.5,,12 cm S,,,,,,,,,666.01,,
3441,666.02,21,12,0.1,23.3,2,3,3.6,2.9,,17 cm SW,,,,,,,,,666.02,,
588,680,21,12,0.5,23.5,5.5,6.4,4.8,6.1,,tag 20cm SW,,,,,,,,,680,0,0
589,680.01,21,12,0.5,23.5,,,,,,,,,,,,,,,680.01,0,0
2969,143,21,12,0.35,26,0,0,0,0,,,,,,,,,,,143,,
587,685,21,12,0.25,27.1,0,0,0,0,,,,,,,,,,,685,0,0
584,661,21,12,0.5,30.55,,,,,,"east, tag 15cm S",,,,,,,,,661,0,0
585,661.01,21,12,0.5,30.55,0,0,0,0,,"west, tag 14cm SE",,,,,,,,,661.01,0,0
586,661.02,21,12,0.5,30.55,,,,,,"south of dead one  (2014)SW, tag 17cm S",,,,,,,,,661.02,0,0
582,667,21,12,0.7,30.9,,,,,,tag 13cm SW,,,,,,,,,667,0,0
2078,667.01,21,12,0.7,30.9,,,,,,"12 o'c 1.5cm away N, tag 8cm SW",,,,,,,,,667.01,0,0
2385,667.02,21,12,0.7,30.9,,,,,,"N 3 o'c, tag 14cm S",,,,,,,,,667.02,0,0
2602,667.03,21,12,0.7,30.9,0,0,0,0,,"tag 18cm SW, 6 o'c",,,,,,,,,667.03,0,0
2603,667.04,21,12,0.7,30.9,0,0,0,0,,"tag 18cm SW, 6 o'c",,,,,,,,,667.04,0,0
2604,667.05,21,12,0.7,30.9,,,,,,"tag 16cm SW, 7 o'c",,,,,,,,,667.05,0,0
2605,667.06,21,12,0.7,30.9,,,,,,"tag 15cm SW, 8 o'c",,,,,,,,,667.06,0,0
2606,667.07,21,12,0.7,30.9,,,,,,"tag 12.5cm, 10 o'c",,,,,,,,,667.07,0,0
583,682,21,12,0,31.3,6.4,7.8,5.7,7.8,,"14cm from pin, tag is SSW",,,,,,,,,682,0,0
2968,682.01,21,12,0,31.3,1.5,2,1.6,2.7,,tag is 18cm SSW,,,,,,,,,682.01,,
3918,682.02,21,12,0,31.3,,,0.9,0.7,,tag is 9 cm SSW,,,,,,,,,682.02,,
3442,9999,21,12,0.85,31.3,0,0,0,0,,no tag,,,,,,,,,9999,,
3443,9999.01,21,12,0.85,31.3,0,0,0,0,,no tag,,,,,,,,,9999.01,,
581,663,21,12,0.5,31.7,,,,,,,,,,,,,,,663,0,0
2079,1206,21,12,0.52,32.85,0,0,0,0,,"closest to tag,8cm from pin, dead, pin is N",,,,,,,,,1206,0,0
2080,1206.01,21,12,0.52,32.85,1.8,4.5,2.5,5.1,,"south, 12.5cm from pin, ",,,,,,,,,1206.01,0,0
579,670,21,12,0.15,33.6,,,,,,Closest to tag,,,,,,,,,670,0,0
580,670.01,21,12,0.15,33.6,,,,,,"to the north, 17cm to tag, tag is E",,,,,,,,,670.01,0,0
2599,670.02,21,12,0.15,33.6,1.8,1.9,1.4,2.5,,"5 cm from pin, tag is E",,,,,,,,,670.02,0,0
2600,670.03,21,12,0.15,33.6,2.6,3,2.6,4.2,,"5.5cm to tag, tag is E",,,,,,,,,670.03,0,0
2825,670.04,21,12,0.15,33.6,1.8,4.4,3.7,4.9,,"tag 21cm N, tag is S, S",,,,,,,,,670.04,0,0
578,668,21,12,0.8,34.5,,,,,,,,,,,,,,,668,0,0
575,674,21,12,0.5,34.5,0,0,0,0,,tag is 8 cm W,,,,,,,,,674,0,0
576,674.01,21,12,0.5,34.5,0,0,0.9,0.7,,"SW, larger, 9o'c, tag is 10 NW",,,,,,,,,674.01,0,0
577,674.02,21,12,0.5,34.5,0,0,1,0.9,,"SW, 8o'c, tag 11 cm W",,,,,,,,,674.02,0,0
573,679,21,12,0.47,35.2,0,0,0,0,,"Around big dead one, NE, tag 5 cm w",,,,,,,,,679,0,0
574,679.01,21,12,0.47,35.2,0,0,0,0,,"west, tag 7 cm SW",,,,,,,,,679.01,0,0
572,658,21,12,0,35.6,,,,,,,,,,,,,,,658,0,0
3785,658.01,21,12,0,35.6,1.2,1.3,0.9,1.7,,tag 3 cm E,,,,,,,,,658.01,,
2081,1220,21,12,0.8,35.6,,,,,,closer to dead one,,,,,,,,,1220,0,0
2082,1220.01,21,12,0.8,35.6,,,,,,"S of tag, further from dead one, tag 16 cm N",,,,,,,,,1220.01,0,0
2967,1220.02,21,12,0.8,35.6,,,,,,,,,,,,,,,1220.02,,
566,652,21,12,0.75,37.2,,,,,,,,,,,,,,,652,0,0
571,673,21,12,0.83,37.6,,,,,,,,,,,,,,,673,0,0
569,656,21,12,0,39.6,0,0,0,0,,,,,,,,,,,656,0,0
570,656.01,21,12,0,39.6,,,,,,,,,,,,,,,656.01,0,0
568,678,21,12,0.55,40,0,0,0,0,,,,,,,,,,,678,0,0
567,681,21,12,0.27,47.2,,,,,,"in small wash, gone",,,,,,,,,681,0,0
NEW,,21,12,,,,,,,,,,,,,,,,,,,
NEW,,21,12,,,,,,,,,,,,,,,,,,,
NEW,,21,12,,,,,,,,,,,,,,,,,,,
NEW,,21,12,,,,,,,,,,,,,,,,,,,
NEW,,21,12,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 15   Atwell Gulch_108,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
425,175,16,15,0.92,2.55,0,0,0,0,,,dead spines,,,,,,,,175,0,0
516,175.01,16,15,0.92,2.55,,,,,,2o'clock,,,,,,,,,175.01,0,0
517,175.02,16,15,0.92,2.55,,,,,,"clockwise from last, 5 o'c",,,,,,,,,175.02,0,0
518,175.03,16,15,0.92,2.55,,,,,,"clockwise from last, 6 o'c",,,,,,,,,175.03,0,0
519,175.04,16,15,0.92,2.55,,,,,,"clockwise from last, 6'c, 6:30 o'c",,,,,,,,,175.04,0,0
520,175.05,16,15,0.92,2.55,,,,,,"tag 16cm SW, clockwise from last, 11'c",,,,,,,,,175.05,0,0
521,175.06,16,15,0.92,2.55,,,,,,clockwise from last,,,,,,,,,175.06,0,0
522,175.07,16,15,0.92,2.55,,,,,,clockwise from last,,,,,,,,,175.07,0,0
523,175.08,16,15,0.92,2.55,,,,,,clockwise from last,,,,,,,,,175.08,0,0
524,175.09,16,15,0.92,2.55,,,,,,clockwise from last,,,,,,,,,175.09,0,0
525,175.1,16,15,0.92,2.55,,,,,,clockwise from last,,,,,,,,,175.1,0,0
526,175.11,16,15,0.92,2.55,,,,,,clockwise from last,,,,,,,,,175.11,0,0
527,175.12,16,15,0.92,2.55,,,,,,clockwise from last,,,,,,,,,175.12,0,0
2826,175.13,16,15,0.92,2.55,,,,,,"tag 12cm SW, 2o'c",,,,,,,,,175.13,0,0
2827,175.14,16,15,0.92,2.55,,,,,,3:30 o'c,,,,,,,,,175.14,0,0
2828,175.15,16,15,0.92,2.55,,,,,,5:30 o'c,,,,,,,,,175.15,0,0
2829,175.16,16,15,0.92,2.55,,,,,,,,,,,,,,,175.16,0,0
2830,175.17,16,15,0.92,2.55,,,,,,8o'c,,,,,,,,,175.17,0,0
2831,175.18,16,15,0.92,2.55,,,,,,10o'c,,,,,,,,,175.18,0,0
2832,175.19,16,15,0.92,2.55,,,,,,10o'c father,,,,,,,,,175.19,0,0
2833,175.2,16,15,0.92,2.55,3.2,6.6,0,0,,"tag 13cm W, 9o'c, tag 23 cm W, 9 o'clock, tag 21cm SW",,,,,,,,,175.2,0,0
3273,175.21,16,15,0.92,2.55,2.5,4.2,0,0,,22cm NW,,,,,,,,,175.21,,
3645,175.22,16,15,0.92,2.55,1.4,2.3,0,0,,tag 17cm SSW,,,,,,,,,175.22,,
421,179,16,15,0.9,9.63,,,,,,tag 15cm S,,,,,,,,,179,0,0
422,179.01,16,15,0.9,9.63,5.2,8.4,6.6,9.5,10,"8o'c, tag 18 cm SSE",,,,,,,,,179.01,0,0
423,179.02,16,15,0.9,9.63,,,,,,11o'c,,,,,,,,,179.02,0,0
424,179.03,16,15,0.9,9.63,,,,,,7o'c,,,,,,,,,179.03,0,0
3445,179.04,16,15,0.9,9.63,1.9,3.8,2.5,2.9,,"tag 82 cm N, cactus- x: 0.4 m; y: 10.37 m ",pale,,,,,,,,179.04,,
3446,179.05,16,15,0.9,9.63,3.4,6,2.8,5.3,,"tag 180 SSW, cactus - x: 0.72 m; y: 11.57 m, tag is NNW",purple pale,,,,,,,,179.05,,
3786,179.06,16,15,0.9,9.63,1,1.9,0,0,,tag 69 cm WSW,hoof prints,,,,,,,,179.06,,
3919,179.07,16,15,0.9,9.63,,,0,1.6,,tag is 110 cm NE ,0,,,,,,,,179.07,,
420,172,16,15,0.07,24.25,4.6,5.9,5.7,6.5,1,tag 13cm SW,mini near rock,,,,,,,,172,0,0
457,172.01,16,15,0.07,24.25,2.1,4.1,1.7,4.7,,"7o'c, 18 cm W",,,,,,,,,172.01,0,0
458,172.02,16,15,0.07,24.25,2.9,4.7,2.9,5.1,,"9o'c, 16 cm W",,,,,,,,,172.02,0,0
419,181,16,15,0.2,26.19,,,0,0,,,dead spine,,,,,,,,181,0,0
3920,181.01,16,15,0.2,26.19,,,0,2.4,,tag is 27 cm NNW,2,,,,,,,,181.01,,
417,188,16,15,0.94,26.19,,,,,,"tag 14cm S, tag 17 SW",,,,,,,,,188,0,0
418,188.01,16,15,0.94,26.19,,,,,,,,,,,,,,,188.01,0,0
2834,188.02,16,15,0.94,26.19,,,,,,"10:30 o'c, tag 13 cm SW",,,,,,,,,188.02,0,0
2835,188.03,16,15,0.94,26.19,,,,,,11 o'c,,,,,,,,,188.03,0,0
2836,188.04,16,15,0.94,26.19,,,,,,12 o'c,,,,,,,,,188.04,0,0
410,186,16,15,0.34,26.6,,,,,,Southern most,,,,,,,,,186,0,0
411,186.01,16,15,0.34,26.6,,,,,,6o'c,,,,,,,,,186.01,0,0
412,186.02,16,15,0.34,26.6,,,,,,3o'c,,,,,,,,,186.02,0,0
413,186.03,16,15,0.34,26.6,,,,,,4o'c NW,,,,,,,,,186.03,0,0
414,186.04,16,15,0.34,26.6,,,,,,N of primary,,,,,,,,,186.04,0,0
415,186.05,16,15,0.34,26.6,,,,,,"1o'c, farthest NE, closest to tag",,,,,,,,,186.05,0,0
416,186.06,16,15,0.34,26.6,,,,,,"8o'c, middle E of big (2nd biggest)",,,,,,,,,186.06,0,0
456,186.07,16,15,0.34,26.6,,,,,,"7o'c,  S of 3; E of 2nd big one",,,,,,,,,186.07,0,0
2083,186.08,16,15,0.34,26.6,2.8,3.7,0,2.7,,"tag 11.5cm N, Btwn 3 & 6 o'c, tag 13 cm NNE",3,,,,,,,,186.08,0,0
2387,186.09,16,15,0.34,26.6,1.5,2.9,0,2.8,,tag 6.5cm S,3,,,,,,,,186.09,0,0
3444,186.1,16,15,0.34,26.6,3.6,6.1,0,5.1,,tag 12cm N ,5,,,,,,,,186.1,,
NEW,,16,15,,,,,,,,,,,,,,,,,,,
NEW,,16,15,,,,,,,,,,,,,,,,,,,
NEW,,16,15,,,,,,,,,,,,,,,,,,,
NEW,,16,15,,,,,,,,,,,,,,,,,,,
NEW,,16,15,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 17.17   Atwell Gulch_108,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
398,257,15,17.17,0.37,1.05,,,,,,East & closest to tag,,,,,,,,,257,0,0
399,257.01,15,17.17,0.37,1.05,,,,,,middle,,,,,,,,,257.01,0,0
400,257.02,15,17.17,0.37,1.05,,,,,,west,,,,,,,,,257.02,0,0
492,257.03,15,17.17,0.37,1.05,,,,,,5o'c from eastern,,,,,,,,,257.03,0,0
3649,1108,15,17.17,0.35,6.85,1.5,2.2,2.4,3,,"no tag, coords to plant; tag 11 N","tag labeled 1108, was 1118",,,,,,,,1108,,
3787,1165,15,17.17,0.33,8.5,1.6,1.9,1.8,3.3,,tag 10 cm N,,,,,,,,,1165,,
3788,1165.01,15,17.17,0.33,8.5,1.1,0.8,1.3,1.5,,tag 3.5 NE,,,,,,,,,1165.01,,
3921,1165.02,15,17.17,0.33,8.5,,,1.8,2,,tag is 10 cm E,,,,,,,,,1165.02,,
401,242,15,17.17,0.94,9.35,,,,,,tag 17cm SSW,,,,,,,,,242,0,0
482,242.01,15,17.17,0.94,9.35,,,,,,tag 13cm SSW,,,,,,,,,242.01,0,0
483,242.02,15,17.17,0.94,9.35,,,,,,tag 22cm SSW,,,,,,,,,242.02,0,0
484,242.03,15,17.17,0.94,9.35,,,,,,"tag 23cm SSW, 5o'c, furthest from primary",,,,,,,,,242.03,0,0
485,242.04,15,17.17,0.94,9.35,,,,,,"6o'c ""tag is 12o'c from primary""",,,,,,,,,242.04,0,0
486,242.05,15,17.17,0.94,9.35,,,,,,"6:30o'c, 7 o'c",,,,,,,,,242.05,0,0
487,242.06,15,17.17,0.94,9.35,,,,,,tag 15cm SW,,,,,,,,,242.06,0,0
488,242.07,15,17.17,0.94,9.35,,,,,,tag 13.5cm SW,,,,,,,,,242.07,0,0
489,242.08,15,17.17,0.94,9.35,,,,,,tag 12.5cm SW,,,,,,,,,242.08,0,0
490,242.09,15,17.17,0.94,9.35,,,,,,tag 10cm SW,,,,,,,,,242.09,0,0
491,242.1,15,17.17,0.94,9.35,,,,,,12,,,,,,,,,242.1,0,0
2607,242.11,15,17.17,0.94,9.35,,,,,,1:30 o'c,,,,,,,,,242.11,0,0
2970,242.12,15,17.17,0.94,9.35,,,,,,"17 cm from tag, 3 o'clock",,,,,,,,,242.12,,
402,244,15,17.17,0.39,11.48,,,,,,,,,,,,,,,244,0,0
504,244.01,15,17.17,0,11.5,,,,,,1:30 o'c,,,,,,,,,244.01,0,0
481,244.02,15,17.17,0,11.5,,,,,,"11:30 o'c, 10 o'c",,,,,,,,,244.02,0,0
2971,244.03,15,17.17,0,11.5,2,2.5,1.4,3,,"22 cm from tag, 9 o'clock, tag SW",,,,,,,,,244.03,,
403,176,15,17.17,0.56,19.57,2.3,4.7,2.5,4.6,,tag 10cm W,,,,,,,,,176,0,0
3447,176.02,15,17.17,0.56,19.57,0,0,0,0,,tag 68cm S,,,,,,,,,176.02,,
480,176.01,15,17.17,0,19.6,,,,,,2o'c,,,,,,,,,176.01,0,0
404,282,15,17.17,0.57,19.69,,,,,,,,,,,,,,,282,0,0
3274,282.04,15,17.17,0.57,19.69,,,,,,tag is 6.5cm S,,,,,,,,,282.04,,
477,282.01,15,17.17,0,19.7,2.8,2.2,2.1,2.7,,tag 9cm SSW,,,,,,,,,282.01,0,0
478,282.02,15,17.17,0,19.7,,,,,,9 o'c,,,,,,,,,282.02,0,0
479,282.03,15,17.17,0,19.7,3,4.2,0,0,,"tag 8cm SSE, 1 o'c",dead spine,,,,,,,,282.03,0,0
405,249,15,17.17,0.7,20.05,0,0,0,0,,tag 18cm S,,,,,,,,,249,0,0
3646,249.04,15,17.17,0.7,20.05,2.4,4.6,0,0,,tag 15 cm SSE,,,,,,,,,249.04,,
3276,249.04,15,17.17,0.7,20.05,0,0,3.3,3.7,,"tag is 24cm S, 6 o'clock",chunk out,,,,,,,,249.04,,
3275,249.05,15,17.17,0.7,20.05,0,0,0,0,,tag is 32cmE,,,,,,,,,249.05,,
3647,249.05,15,17.17,0.7,20.05,2.3,3.7,1.7,4.4,,tag 37cm ESE,,,,,,,,,249.05,,
3648,249.06,15,17.17,0.7,20.05,2.9,3.4,0,0,,tag 45 cm SE,dead half,,,,,,,,249.06,,
3789,249.07,15,17.17,0.7,20.05,1.4,0.9,0,0,,tag 15 cm SSE,,,,,,,,,249.07,,
3790,249.08,15,17.17,0.7,20.05,1.5,2.6,2,3.7,,tag 36 cm SE,,,,,,,,,249.08,,
3922,249.09,15,17.17,0.7,20.05,,,1,0.7,,tag is 38 cm S,,,,,,,,,249.09,,
475,249.01,15,17.17,0,20.1,,,,,,3o'c ca 5.5cm from prim,,,,,,,,,249.01,0,0
476,249.02,15,17.17,0,20.1,0,0,0,0,,tag 10cm S,,,,,,,,,249.02,0,0
2608,249.03,15,17.17,0,20.1,1.9,2,0,0,,"1:30 o'c, tag 16cm SSE",,,,,,,,,249.03,0,0
406,284,15,17.17,0.94,20.83,,,,,,tag 13cm SSW,,,,,,,,,284,0,0
2388,284.01,15,17.17,0.94,20.83,,,,,,"tag 16cm SSW, 8 o'clock",,,,,,,,,284.01,0,0
3277,284.02,15,17.17,0.94,20.83,1.6,2.2,2.7,2.8,1,tag is 29cm S,,,,,,,,,284.02,,
3278,284.03,15,17.17,0.94,20.83,,,,,,tag is 38cm N,,,,,,,,,284.03,,
3279,284.04,15,17.17,0.94,20.83,,,,,,tag is 37cm N,,,,,,,,,284.04,,
3280,284.05,15,17.17,0.94,20.83,1.9,3.3,2.2,3.9,,tag is 37cm NE,,,,,,,,,284.05,,
407,169,15,17.17,0.9,22.93,,,0,0,,tag is 16cm S,dead spine,,,,,,,,169,0,0
3281,169.01,15,17.17,0.9,22.93,,,0,0,,tag is 21cm S,dead spine,,,,,,,,169.01,,
408,277,15,17.17,0.41,23.16,5.2,8.4,5.6,8,,tag is 12cm S,,,,,,,,,277,0,0
409,236,15,17.17,0.23,29.97,,,,,,tag is 15cm S,,,,,,,,,236,0,0
2837,236.01,15,17.17,0.23,29.97,0,0,0,0,,tag 13cm SSW,,,,,,,,,236.01,0,0
3448,236.02,15,17.17,0.23,29.97,1.9,1.3,1.2,2.1,,tag 16 cm SSW,,,,,,,,,236.02,,
NEW,,15,17.17,,,,,,,,,,,,,,,,,,,
NEW,,15,17.17,,,,,,,,,,,,,,,,,,,
NEW,,15,17.17,,,,,,,,,,,,,,,,,,,
NEW,,15,17.17,,,,,,,,,,,,,,,,,,,
NEW,,15,17.17,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 1.66   Atwell Gulch_165,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
616,150,22,1.66,0.52,6.86,0,0,0,0,,,,,,,,,,,150,0,0
3282,150.01,22,1.66,0.52,6.86,0,0,0,0,,,,,,,,,,,150.01,,
3283,150.02,22,1.66,0.52,6.86,0,0,0,0,,,,,,,,,,,150.02,,
617,149,22,1.66,0.61,6.95,0,0,0,0,,,,,,,,,,,149,0,0
615,132,22,1.66,0.44,6.99,0,0,0,0,,,,,,,,,,,132,0,0
618,131,22,1.66,0.63,8.02,0,0,0,0,,,,,,,,,,,131,0,0
NEW,,22,1.66,,,,,,,,,,,,,,,,,,,
NEW,,22,1.66,,,,,,,,,,,,,,,,,,,
NEW,,22,1.66,,,,,,,,,,,,,,,,,,,
NEW,,22,1.66,,,,,,,,,,,,,,,,,,,
NEW,,22,1.66,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 4.4   Atwell Gulch_165,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
2389,91,25,4.4,0.7,0.94,0,0,0,0,,,,,,,,,,,91,0,0
648,144,25,4.4,0,2.61,0,0,0,0,,,,,,,,,,,144,0,0
649,143,25,4.4,0,6.65,0,0,0,0,,,,,,,,,,,143,0,0
650,120,25,4.4,0.5,7.3,0,0,0,0,,,,,,,,,,,120,0,0
749,120.01,25,4.4,0.5,7.3,0,0,0,0,,South,,,,,,,,,120.01,0,0
750,120.02,25,4.4,0.5,7.3,0,0,0,0,,SE,,,,,,,,,120.02,0,0
2390,120.03,25,4.4,0.5,7.3,0,0,0,0,,between .01 and .02,,,,,,,,,120.03,0,0
2609,453,25,4.4,0.51,7.3,0,0,0,0,,tag 10cm E,,,,,,,,,453,0,0
651,130,25,4.4,0.31,8,0,0,0,0,,,,,,,,,,,130,0,0
2610,142,25,4.4,0.48,8.8,0,0,0,0,,1,,,,,,,,,142,0,0
652,159,25,4.4,0.71,21.55,0,0,0,0,,,,,,,,,,,159,0,0
751,159.01,25,4.4,0.71,21.55,0,0,0,0,,S,,,,,,,,,159.01,0,0
752,159.02,25,4.4,0.71,21.55,0,0,0,0,,SE,,,,,,,,,159.02,0,0
753,159.03,25,4.4,0.71,21.55,0,0,0,0,,E,,,,,,,,,159.03,0,0
2841,466,25,4.4,0.11,21.92,4.7,5.9,0,0,,tag N; 13 cm NW of plant,dead ,,,,,,,,466,0,0
2611,445,25,4.4,0.95,22.45,5.1,5.9,0,0,,,dead ,,,,,,,,445,0,0
2838,445.01,25,4.4,0.95,22.45,4.2,5.9,0,0,,E touching primary,dead,,,,,,,,445.01,0,0
2839,445.02,25,4.4,0.95,22.45,0,0,0,0,,"S touching primary, 14cm N to tag",dead,,,,,,,,445.02,0,0
2840,445.03,25,4.4,0.95,22.45,0,0,0,0,,W touching primary,dead,,,,,,,,445.03,0,0
655,154,25,4.4,0.5,23.65,0,0,0,0,,,,,,,,,,,154,0,0
754,154.01,25,4.4,0.5,23.65,0,0,0,0,,NE,,,,,,,,,154.01,0,0
755,154.02,25,4.4,0.5,23.65,0,0,0,0,,SE,,,,,,,,,154.02,0,0
756,154.03,25,4.4,0.5,23.65,0,0,0,0,,W 4 cm away,,,,,,,,,154.03,0,0
2391,154.04,25,4.4,0.5,23.65,0,0,0,0,,S of tag 10cm,,,,,,,,,154.04,0,0
2612,154.05,25,4.4,0.5,23.65,2.3,4.3,0,0,,right at nail,,,,,,,,,154.05,0,0
3284,154.06,25,4.4,0.5,23.65,1.6,2.4,0,0,,tag N 11.5cm,,,,,,,,,154.06,,
3285,154.07,25,4.4,0.5,23.65,0,0,0,0,,tag N 12cm,,,,,,,,,154.07,,
3286,154.08,25,4.4,0.5,23.65,2.3,3,0,0,,tag N 14cm,,,,,,,,,154.08,,
3287,154.09,25,4.4,0.5,23.65,1.3,1.7,0,0,,tag N 15.5cm,,,,,,,,,154.09,,
2392,76,25,4.4,0.48,24.1,0,0,0,0,,,,,,,,,,,76,0,0
653,155,25,4.4,0.11,24.7,0,0,0,0,,,,,,,,,,,155,0,0
2613,155.01,25,4.4,0.11,24.7,0,0,0,0,,SSW of tag 20cm,,,,,,,,,155.01,0,0
2393,138,25,4.4,0.78,26.95,2,2.4,0,0,,14cm S,,,,,,,,,138,0,0
2614,138.01,25,4.4,0.78,26.95,1.9,2.7,0,0,,S of tag 10cm,,,,,,,,,138.01,0,0
2615,138.02,25,4.4,0.78,26.95,1.7,0.9,1,0.7,1,S of tag 11cm; 12 cm; tag is 12 cm NW,,,,,,,,,138.02,0,0
2616,138.03,25,4.4,0.78,26.95,1.6,1.3,0,0,,S of tag 12cm; 13 cm,,,,,,,,,138.03,0,0
